業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
6031,2024/12,681642000,-116487000,-132377000,192630000,9.31,23.19,6.99
6032,2023/03,2857473000,352791000,354614000,21281000,2.21,1.13,0.95
6033,2025/03,11336000000,1517000000,1664000000,1130351000,208.89,19.29,13.17
6034,2024/12,4165519000,-119936000,-,-309159000,-56.55,-,-
6035,2025/03,5783000000,1005000000,1017000000,698000000,39.29,12.43,10.12
6036,2024/06,20574582000,6101308000,6075124000,4421095000,162.02,30.56,22.93
6037,2024/07,2364276000,1060857000,1181853000,808040000,37.35,14.29,13.12
6038,2024/06,6125104000,523790000,547695000,163153000,33.34,3.88,2.6
6039,2025/03,5277000000,720000000,720000000,520000000,200.75,12.53,5.94
6040,2024/07,8245338000,1552455000,1554002000,1093845000,24.01,16.39,9.95
6042,2025/03,8360000000,885000000,649000000,630548000,339.29,4.84,2.7
6044,2024/05,19430983000,736613000,758787000,467894000,72.77,11.1,5.43
6045,2025/03,3862000000,1142000000,1126000000,668382000,85.08,18.68,6.28
6046,2024/09,968171000,-123953000,-123640000,-124531000,-6.65,-,-
6047,2024/05,7344000000,70000000,-829000000,-1186000000,-49.32,-,-
6048,2024/08,2264846000,-206834000,-188352000,-310591000,-21.05,-,-
6049,2024/10,3949880000,-196069000,-145585000,37948000,1.87,0.43,0.41
6050,2024/09,11391768000,1705852000,1708532000,1057692000,92.08,9.27,7.92
6054,2024/12,6320314000,109445000,260622000,197342000,7.18,4.71,3.99
6055,2025/03,52678000000,11188000000,11340000000,7872000000,76.61,14.54,11.98
6058,2025/02,59254000000,8029000000,7655000000,4195000000,89.43,24.77,9.78
6059,2025/03,29105000000,208000000,565000000,2051278000,105.85,14.4,6.6
6060,2025/03,10117000000,746000000,761000000,375012000,102.31,4.37,1.95
6061,2024/06,16859109000,2373517000,2510182000,1636721000,348.42,13.6,10.68
6062,2024/06,47829000000,5386000000,5817000000,4276000000,130.96,22.9,9.03
6063,2024/12,2908717000,52179000,63791000,48025000,19.06,2.73,1.26
6069,2025/03,6191000000,988000000,991000000,600742000,76.19,13.77,7.06
6070,2025/03,40397000000,2693000000,2700000000,1829532000,154.12,12.4,9.2
6071,2024/12,17739874000,2579086000,2561662000,1523551000,40.16,18.17,8.25
6072,2025/03,1877000000,109000000,110000000,74000000,3.25,6.2,4.99
6073,2025/03,14024000000,1226000000,1161000000,687000000,65.94,7.06,4.79
6074,2025/03,8381000000,252000000,253000000,192000000,49.45,6.38,2.55
6076,2024/11,18029000000,3760000000,3405000000,2236000000,158.89,15.13,7.86
6078,2024/12,8376016000,1117753000,1181452000,791075000,29.61,11.87,4.43
6080,2024/09,19166533000,6375107000,6380639000,4464468000,140.58,11.18,9.47
6081,2024/12,3463714000,-459826000,-386845000,-516291000,-36.33,-,-
6082,2025/03,23393000000,781000000,721000000,333000000,34.08,4.15,2.56
6083,2024/05,18022443000,1991308000,2020158000,1233250000,159.88,21.5,10.75
6085,2025/03,897000000,-96000000,-92000000,-79000000,-2.91,-,-
6086,2025/02,25707000000,1534000000,1562000000,1033000000,52.85,29.08,11.39
6087,2024/09,10002339000,903479000,905846000,611042000,153.55,8.91,6.51
6088,2025/03,26293000000,5638000000,5876000000,4394000000,51.92,30.79,22.26
6089,2025/03,139705000000,2338000000,-,1155000000,50.61,6.64,2.31
6090,2024/06,1345671000,220168000,241441000,243248000,41.14,12.85,9.34
6091,2024/07,15725320000,942251000,1228703000,768062000,52.26,4.75,3.7
6092,2025/03,10668000000,839000000,702000000,452689000,55.9,4.95,2.14
6093,2025/02,4741000000,482000000,486000000,349113000,8,9.82,7.33
6094,2024/09,51711413000,1658000,366899000,-3190273000,-179.75,-,-
6095,2024/09,14948380000,1291459000,1264298000,1481764000,68.26,15.69,9.53
6096,2025/03,9715000000,442000000,424000000,268908000,28.34,13.92,4.56
6098,2025/03,3557478000000,490542000000,-,408504000000,271.44,25.25,14.74
6099,2024/12,47513703000,3577737000,3544987000,2354670000,38.94,18.83,10.9
6101,2025/03,107411000000,23309000000,-,10901000000,231.53,17.33,8.56
6103,2025/03,206822000000,14651000000,15528000000,9590000000,158.45,4.22,3.22
6104,2025/03,168191000000,14095000000,14085000000,12597000000,529.54,10.75,6.31
6111,2025/03,11768000000,-121000000,-35000000,287000000,115.32,2.03,1.43
6113,2025/03,396670000000,49076000000,-,32386000000,98.72,6.24,4.98
6118,2025/03,76006000000,5529000000,5559000000,5101000000,88.45,6.11,4.15
6121,2023/03,27994866000,1138483000,1659973000,333427000,52.18,1.88,0.8
6125,2025/03,43734000000,3015000000,2916000000,2024000000,326.62,4.99,3.03
6131,2024/03,8755394000,859053000,861711000,698948000,216.13,21.75,6.86
6134,2025/03,127387000000,13781000000,15328000000,10906000000,119.64,4.99,4.46
6135,2025/03,234216000000,18516000000,20090000000,14415000000,613.15,6.37,3.93
6136,2024/11,155517000000,18868000000,19825000000,13439000000,148.94,8.07,5.22
6137,2025/03,55206000000,5448000000,6046000000,3633000000,172.45,8.54,4.86
6138,2025/03,8793000000,219000000,195000000,205422000,69.13,2.59,1.29
6140,2025/03,41006000000,2311000000,3070000000,2493000000,48.35,4.04,3.27
6141,2024/12,555007000000,43726000000,-,7700000000,56.06,2.45,0.97
6142,2025/02,19648000000,-368000000,108000000,-3761905000,-1051.78,-,-
6143,2024/12,73668000000,2231000000,3627000000,4115000000,81.04,4.88,2.84
6144,2025/03,33352000000,3192000000,3271000000,2350000000,155.57,7.63,5.06
6145,2025/03,33268000000,1119000000,1225000000,1307000000,73.91,3.59,2.16
6146,2025/03,393313000000,166834000000,168943000000,123891000000,1143.26,25.22,18.94
6147,2025/03,3093000000,77000000,84000000,57305000,12.91,4.06,1.45
6149,2024/12,13175682000,1163981000,1294599000,865129000,151.75,5.26,3.1
6150,2024/05,5464515000,636367000,659447000,427080000,464.51,8.54,5.4
6151,2025/03,27256000000,2342000000,2510000000,1345000000,71.85,2.31,2.02
6155,2025/03,13893000000,-160000000,-103000000,-645000000,-59.92,-,-
6156,2024/06,1601549000,164557000,178978000,120523000,24.03,1.47,1.35
6157,2025/03,9431000000,1767000000,1779000000,1264700000,50.8,6.94,6.34
6158,2025/03,7554000000,709000000,734000000,435000000,66.94,4.24,3.45
6159,2024/08,4699084000,382933000,763264000,484148000,87.41,3.68,3.2
6161,2025/03,7881000000,1637000000,1723000000,1181000000,118.65,11.38,9.8
6164,2023/12,10231942000,554393000,561782000,415038000,70.65,5.94,4.71
6165,2025/03,40822000000,1685000000,1613000000,868000000,33.63,3.94,2.63
6166,2025/03,2640000000,7000000,-21000000,-32793000,-2.98,-,-
6167,2025/03,16595000000,488000000,603000000,426000000,21.42,2.05,1.66
6171,2024/12,7346050000,581072000,607258000,362559000,25.51,7.44,5.16
6173,2025/02,3462536000,-399565000,-391236000,-346761000,-93.9,-,-
6176,2024/09,4822452000,951385000,944641000,606804000,44.39,17.03,12.23
6177,2024/12,994440000,-235096000,-241270000,-239323000,-19.19,-,-
6178,2025/03,11468368000000,-,814596000000,370564000000,119.3,4.08,0.12
6180,2024/12,6606247000,762559000,759352000,571353000,326.26,20.47,9.74
6181,2025/03,5909000000,-56000000,-99000000,-848000000,-32.22,-,-
6182,2025/02,4084000000,117000000,112000000,299068000,27.59,15.29,6.08
6183,2025/02,143607000000,11587000000,-,8003000000,108.81,11.41,4.59
6184,2025/01,7061312000,910916000,907142000,687402000,18.55,18.63,12.77
6185,2025/03,11640000000,239000000,165000000,291000000,19.98,7.31,4.88
6186,2025/03,19932000000,123000000,105000000,-96945000,-17.58,-,-
6189,2024/09,26448000000,789000000,820000000,256000000,27.14,3.16,1.66
6190,2025/03,1541000000,-142000000,-155000000,-448000000,-110.76,-,-
6191,2024/09,26571000000,2368000000,-,2013000000,89.93,14.66,6.99
6192,2023/09,7512144000,555113000,533745000,331361000,8.91,12.36,5.96
6193,2025/03,6488000000,279000000,185000000,111005000,39.22,6.43,2.93
6194,2024/09,8598696000,1528663000,1543616000,733542000,29.09,15.76,10.16
6195,2025/03,3140000000,291000000,295000000,358008000,22.36,31.01,16.69
6196,2024/09,18138469000,6772460000,6772282000,4955003000,258.03,26.83,21.84
6197,2025/03,137435000000,7017000000,6726000000,3960000000,42.93,17.46,5.65
6198,2024/09,16709494000,428855000,399281000,249851000,29.37,12.68,5.67
6199,2024/08,22221595000,2273862000,2317709000,1575719000,114.24,20.38,13.07
6200,2024/09,12474662000,4937091000,4940930000,3355877000,39.98,33.78,25.47
6201,2025/03,4084984000000,221695000000,-,262312000000,856.96,5.35,2.79
6203,2025/03,24827000000,1253000000,1413000000,749000000,62.12,4,2.2
6208,2025/03,16203000000,692000000,646000000,423000000,66.31,7.86,2.03
6209,2025/03,170340000000,11807000000,14678000000,8756000000,323.3,6.03,4
6210,2024/03,28842000000,-119000000,-64000000,-1293000000,-62.97,-,-
6217,2024/11,36445000000,398000000,282000000,488000000,76.4,17.97,1.61
6218,2025/03,21886000000,-705000000,-943000000,-2261000000,-358.65,-,-
6222,2025/03,32520000000,-11914000000,-11481000000,-14275000000,-413.55,-,-
6223,2024/12,32069000000,4030000000,4190000000,3336000000,162.73,11.15,7.8
6224,2025/02,11064000000,1378000000,1407000000,1078000000,87.84,23.37,8.28
6225,2024/07,2465700000,311431000,303849000,210939000,115.58,6.88,5.22
6226,2025/03,19435000000,4092000000,4198000000,2840000000,162.08,24.72,16.52
6227,2024/06,15421653000,261312000,162440000,111732000,19.4,1.02,0.49
6228,2024/12,17880000000,789000000,662000000,318000000,24.25,2.55,1.25
6229,2025/03,10438000000,783000000,740000000,553000000,122.11,5.36,4.2
6230,2025/03,28465000000,1883000000,1842000000,1254000000,273.93,8.83,5.15
6231,2025/03,16042000000,3675000000,3660000000,2496000000,698.93,21.22,11.25
6232,2024/12,2655602000,-2293221000,-2188320000,-2371396000,-159.94,-,-
6233,2024/09,9781915000,115249000,112050000,76273000,14.15,2.6,0.75
6235,2024/12,32405837000,6570315000,8190690000,6351442000,145.31,10.82,7.8
6236,2024/03,14454119000,899519000,800348000,517351000,118.72,6.37,2.82
6237,2025/03,45763000000,5845000000,6517000000,4468172000,202.15,11.79,8.25
6238,2025/03,44305000000,2239000000,2280000000,1627341000,61.5,7.26,5.79
6239,2024/06,9505480000,1682452000,1828804000,1150692000,166.61,16.44,11.22
6240,2025/03,20104000000,2630000000,2669000000,1723000000,24.32,7.62,6.47
6245,2025/03,48355528000,1681549000,1894763000,905898000,59.91,2.37,1.47
6246,2025/03,21578000000,3512000000,3555000000,2390000000,204.59,12.17,7.33
6247,2025/03,38353000000,2930000000,3391000000,3782000000,135.77,6.34,4.57
6248,2025/03,2276000000,455000000,461000000,319000000,171.96,10.93,8.8
6249,2025/03,37946000000,9016000000,9388000000,6586000000,456.9,11.24,9.83
6250,2024/12,164838000000,19637000000,20899000000,15889000000,386.21,14.8,10.2
6254,2025/03,96359000000,15372000000,13399000000,10199642000,270.76,27.96,8.73
6255,2024/08,10797611000,2436275000,2426511000,1676448000,77.81,17.31,10.86
6257,2025/03,34597000000,3192000000,3406000000,2568000000,122.85,5.49,4.83
6258,2025/03,88483000000,6898000000,6889000000,4778142000,154.33,6.96,3.67
6262,2025/03,22040000000,1573000000,1555000000,964908000,38.89,2.97,2.08
6264,2024/08,4749003000,156519000,42870000,19593000,1.55,0.27,0.17
6265,2024/12,1850703000,303608000,342723000,248000000,159.33,4.18,3.9
6266,2024/12,35865084000,5917267000,5998717000,4247495000,289.94,17.57,8.63
6267,2024/07,9853840000,1000222000,1019931000,721008000,407.66,10.48,6.06
6268,2024/12,323384000000,14788000000,-,10119000000,84.25,3.75,2.27
6269,2024/12,662088000000,51066000000,-,34857000000,510.3,18.67,4.9
6272,2025/03,39214000000,5298000000,5415000000,3889835000,144.74,10.06,7.9
6273,2025/03,792108000000,190244000000,209921000000,156344000000,2444.62,8.11,7.44
6276,2024/12,2314764000,-112426000,-84965000,-162606000,-35.13,-,-
6277,2024/09,85432000000,8279000000,9241000000,5580000000,371.96,9.07,5.69
6278,2024/12,32606000000,6878000000,7132000000,5283000000,305.82,7.22,6.7
6279,2025/02,19950000000,-307000000,-149000000,-788076000,-29.78,-,-
6282,2025/03,67604000000,6942000000,7381000000,6308000000,208.38,8.28,6.76
6284,2024/09,36778000000,7907000000,8008000000,5779000000,385.49,10.94,7.94
6286,2025/03,40099000000,1429000000,1576000000,1045444000,161.75,6.55,3.78
6287,2025/03,154807000000,12341000000,11144000000,7151000000,220.38,9.34,5.12
6289,2024/08,29481000000,3324000000,3582000000,2437000000,90.97,6.03,5.06
6291,2024/12,13517774000,1098232000,1529572000,1137376000,109.75,7.95,6.14
6292,2025/03,20766000000,984000000,1033000000,576134000,82.53,4.36,2.28
6293,2024/03,47068000000,1724000000,1340000000,376000000,19.56,0.94,0.43
6294,2025/03,26582000000,2279000000,2238000000,1475214000,183.46,8.56,4.1
6295,2023/12,7144197000,517413000,547894000,394050000,24.19,3.66,3.09
6297,2025/03,10611000000,653000000,581000000,456000000,53.81,8.53,3.27
6298,2025/03,23041000000,1354000000,1124000000,559000000,30.37,3.31,1.36
6301,2025/03,4104395000000,657125000000,-,439614000000,473.82,13.85,7.61
6302,2024/12,1071126000000,55103000000,49184000000,7721000000,63.86,1.21,0.61
6305,2025/03,1371285000000,154730000000,-,81428000000,382.83,10.06,4.55
6306,2025/03,49162000000,2766000000,3071000000,2009000000,52.28,5.81,3.15
6307,2025/03,5781000000,454000000,455000000,346003000,44.52,7.4,5.4
6309,2024/10,52119436000,4703198000,4775381000,3616098000,120.8,9.19,6.8
6310,2024/12,168425000000,1920000000,1577000000,-3022000000,-133.59,-,-
6312,2025/02,23397000000,1201000000,1219000000,637597000,37.71,4.13,2.4
6315,2025/03,53479000000,8880000000,9400000000,8121050000,108.28,13.23,9.76
6316,2024/09,40006000000,1168000000,1109000000,597000000,141.27,3.03,1.54
6317,2024/03,61567000000,1680000000,2409000000,1267000000,137.25,3.17,1.58
6319,2025/03,18869000000,-104000000,365000000,117948000,3.21,0.43,0.3
6322,2025/03,11119000000,1603000000,1645000000,1217000000,170.16,11.82,8.26
6323,2025/02,124406000000,32024000000,35454000000,23634000000,134.08,20.05,12.59
6324,2025/03,55645000000,6000000,151000000,3473539000,36.57,4.4,3.06
6325,2025/03,7007000000,344000000,399000000,566000000,50.25,7.06,5.7
6326,2024/12,3016281000000,315636000000,-,230437000000,197.61,9.3,3.83
6327,2024/06,5933805000,815944000,851875000,632985000,85.05,13.29,7.51
6328,2024/12,37503000000,4251000000,4443000000,3157000000,264.13,13.46,7.34
6330,2025/03,278091000000,2591000000,6459000000,2020000000,52.7,3.37,0.7
6331,2025/03,59202000000,5694000000,5626000000,4879000000,213.76,12.76,7.37
6332,2025/03,139235000000,8915000000,10254000000,6669000000,154.97,7.17,3.47
6333,2025/03,30546000000,6055000000,6296000000,3811499000,219.27,11.64,8.99
6334,2025/03,6511000000,267000000,314000000,120428000,10.81,3.96,1.76
6335,2025/03,7401000000,641000000,751000000,345000000,42.06,4.23,2.38
6336,2025/01,14821000000,907000000,1109000000,788000000,96.66,8.09,5.02
6337,2025/03,5892000000,434000000,674000000,427000000,77.17,3.02,2.76
6338,2024/09,16082270000,2786827000,2758834000,1937892000,354.92,19.52,11.11
6339,2025/03,150224000000,3004000000,3226000000,2757000000,52.58,1.98,1.16
6340,2024/06,115434000000,13382000000,13559000000,9781000000,353.53,9.68,6.04
6342,2025/03,7855530000,907977000,957667000,576746000,412.67,8.36,5.55
6343,2025/03,6971000000,1348000000,1984000000,906700000,20.15,7.26,2.74
6345,2025/03,59306000000,7440000000,8225000000,6334000000,84.95,7.54,6.31
6346,2025/03,5533000000,1024000000,1086000000,743000000,613.1,6.05,5.12
6347,2025/03,2227000000,-139000000,-139000000,-95000000,-10.62,-,-
6349,2025/03,111050000000,7118000000,7617000000,7248000000,136.6,6.28,4.19
6351,2025/03,68058000000,10251000000,10492000000,8783000000,358.72,9.3,6.68
6356,2025/03,9555548000,2105777000,2152900000,1550400000,108.9,12.34,10.18
6357,2025/03,61861000000,4797000000,5293000000,2995460000,160.45,6.67,3.41
6358,2025/03,27854000000,1583000000,1494000000,1435000000,168.39,4.78,3.37
6360,2025/03,12890000000,1564000000,1721000000,1222000000,871.25,12.95,7.71
6361,2024/12,866668000000,97953000000,-,71401000000,154.62,15.09,7.1
6362,2024/03,9972589000,1482868000,1698888000,1197502000,343.57,9.48,5.73
6363,2025/03,86501000000,5449000000,4540000000,4068000000,152.94,7.27,3.52
6364,2025/03,54827000000,6918000000,6888000000,4812530000,173.8,11.78,7.5
6365,2025/03,28077000000,3235000000,3400000000,2426000000,576.63,8.72,5.99
6366,2025/03,456969000000,24421000000,32196000000,26987000000,104.15,113.84,5.85
6367,2025/03,4752335000000,401669000000,366446000000,264757000000,904.27,9.45,5.16
6368,2025/03,163269000000,31120000000,31639000000,24150000000,525.36,19.97,12.42
6369,2025/03,60474000000,4131000000,4403000000,3638000000,471.52,9.35,5.39
6370,2025/03,408888000000,31275000000,-,20305000000,180.66,6.04,3.7
6371,2025/03,279193000000,22854000000,25332000000,22122000000,212.65,8.51,5.95
6373,2025/03,57515000000,1382000000,1434000000,1192000000,116.62,3.88,1.53
6376,2024/12,213379000000,6398000000,-,7957000000,120.15,5.68,2.44
6378,2025/03,26431000000,3012000000,3084000000,2309000000,116.58,12.07,6.81
6379,2025/03,157371000000,10858000000,11094000000,8100000000,150.88,9.52,7.03
6380,2025/03,4055000000,142000000,145000000,100000000,72.16,5.39,1.95
6381,2025/03,54411000000,5903000000,7139000000,4276000000,108.19,9.13,6.18
6382,2025/03,40217000000,3245000000,3521000000,2403191000,149.22,7.46,5.66
6383,2024/12,563228000000,71546000000,74498000000,57086000000,154.21,14.34,8.29
6384,2025/03,8480000000,792000000,837000000,561000000,91.02,4.84,3.63
6387,2024/07,8203159000,2017161000,2088654000,1471991000,183.26,11.97,9.13
6390,2024/03,57498000000,1654000000,2575000000,4235000000,361.44,8.4,4.02
6391,2025/03,7003000000,620000000,769000000,578000000,349.37,7.39,5
6392,2025/03,14628000000,1962000000,2188000000,1607420000,671.49,9.8,8.33
6393,2025/03,33496000000,1920000000,1923000000,1249115000,325.87,5.25,2.7
6395,2024/12,291500000000,23778000000,21077000000,6642000000,52.29,3.52,1.65
6396,2025/03,4954000000,594000000,618000000,396000000,358.56,11.8,4.7
6400,2024/12,8251311000,404873000,328905000,139228000,17.19,3.96,1.48
6402,2025/03,13300000000,954000000,973000000,700000000,143.24,9.8,5.8
6403,2025/03,25966000000,1479000000,1376000000,427000000,99.71,4.2,1.64
6405,2025/03,15568000000,1890000000,1947000000,1462998000,113.09,9.18,7.51
6406,2025/03,241253000000,16171000000,18866000000,14514000000,185.99,9.33,5.53
6407,2025/03,155634000000,19018000000,19167000000,13520000000,202.48,9.9,6.41
6408,2025/03,43907000000,464000000,749000000,1162000000,776.6,6.56,2.47
6411,2024/12,33861170000,2717242000,2832442000,2153739000,430.29,8.36,5.84
6412,2025/03,145867000000,27690000000,21332000000,13064000000,132.46,5.35,1.24
6413,2025/03,78723000000,6183000000,6364000000,4088000000,62.8,6.15,4.6
6416,2025/03,6168000000,-369000000,-358000000,-404000000,-263.71,-,-
6417,2025/03,191821000000,73605000000,74587000000,53992000000,245.93,19.05,16.04
6418,2025/03,37815000000,4910000000,4676000000,3810465000,140.98,11.9,7.72
6419,2025/03,42250771000,12331581000,13086719000,8716277000,475.74,11.14,10.02
6420,2025/03,130639000000,16572000000,17175000000,12008000000,299.79,11.72,8.48
6424,2025/03,15391000000,1374000000,1307000000,1001137000,227.6,16.58,5.92
6425,2024/12,126328000000,3024000000,-5599000000,-15569000000,-200.91,-,-
6428,2025/03,20113000000,93000000,72000000,246319000,10.95,1.35,0.63
6430,2025/03,57415000000,12212000000,12231000000,7727428000,526.84,17.06,13.49
6432,2025/02,213230000000,37142000000,35608000000,26113000000,552.44,15.64,11.99
6433,2025/03,2245000000,-121000000,-189000000,-203000000,-32.54,-,-
6436,2025/03,175423000000,23040000000,24642000000,17828000000,249.9,13.12,9.17
6439,2025/03,4857000000,-326000000,-330000000,-338000000,-150.09,-,-
6440,2024/12,95185000000,-962000000,-3327000000,-3235000000,-109,-,-
6444,2024/12,183848000000,-6446000000,-176000000,-777000000,-6.97,-,-
6445,2025/03,36340000000,2224000000,2261000000,1794000000,98.8,5.19,3.61
6448,2025/03,876558000000,69888000000,-,54778000000,214.27,7.92,5.87
6454,2025/03,91839000000,14468000000,14809000000,11225000000,241.79,10.6,9.01
6455,2025/03,111743000000,13733000000,13744000000,9472000000,217.45,9.81,6.61
6457,2025/03,369017000000,35173000000,28414000000,16053000000,287.74,6.82,3.63
6458,2025/03,57005000000,9986000000,10615000000,7829000000,107.67,12.84,9.21
6459,2024/12,47938578000,8076560000,7959386000,5441648000,110.24,7.97,5.82
6460,2025/03,428948000000,48124000000,53114000000,45051000000,209.78,11.82,6.99
6461,2023/03,58524000000,2385000000,2755000000,1808000000,232.87,5.01,2.63
6462,2023/03,86382000000,4676000000,7374000000,4318000000,431.56,4.88,3.49
6463,2025/03,192494000000,11214000000,15790000000,8866000000,263.69,5.44,3.04
6464,2024/12,75921000000,814000000,-,912000000,22.91,1.48,0.52
6465,2024/12,445495000000,51479000000,57823000000,37170000000,258.48,10.21,6.83
6466,2024/09,11220614000,1027603000,1134137000,721832000,308.37,6.54,4.78
6467,2025/03,11602000000,153000000,185000000,56477000,6.24,0.52,0.37
6469,2025/02,12898000000,689000000,643000000,583223000,54.64,7.93,3.32
6470,2025/03,112789000000,610000000,910000000,-4187000000,-145.67,-,-
6471,2025/03,796667000000,28457000000,-,10647000000,21.78,1.63,0.87
6472,2025/03,825587000000,22959000000,10475000000,-23801000000,-44.9,-,-
6473,2025/03,1884397000000,38452000000,-,13713000000,40.36,1.84,0.88
6474,2024/11,239892000000,6636000000,4236000000,3351000000,144.07,2.11,1
6479,2025/03,1522703000000,94482000000,-,59457000000,147.58,8,3.75
6480,2025/03,54384000000,1592000000,1841000000,978000000,14.17,1.29,0.81
6481,2024/12,352759000000,17349000000,-,10439000000,85.16,2.72,1.84
6482,2025/03,26126000000,2586000000,2535000000,1692927000,49.74,4.82,4.12
6484,2025/03,29648000000,2660000000,3072000000,2110780000,264.03,7.45,5.82
6485,2025/03,31957000000,3046000000,3184000000,2379000000,113.55,5.98,5.17
6486,2025/03,168172000000,8494000000,12024000000,4877000000,107.49,4.28,2.4
6488,2025/03,9843000000,1068000000,1449000000,932983000,73.36,5.55,4.61
6489,2024/05,36511000000,4875000000,4993000000,3531000000,196.62,12.66,8.58
6490,2025/03,57988000000,11335000000,11474000000,8299000000,355.8,11.24,8.46
6492,2024/11,8169000000,1185000000,1283000000,1102000000,688.48,9.86,7.76
6493,2025/03,51446000000,1507000000,1896000000,630206000,21.91,2.17,0.95
6494,2025/03,2082000000,137000000,153000000,105630000,2.4,2.05,1.84
6495,2025/03,6785000000,81000000,73000000,-74000000,-1.54,-,-
6496,2024/05,18608982000,1203058000,1473567000,1020607000,288.54,4.12,3.22
6497,2024/12,12092902000,1117647000,1205993000,396769000,59.23,2.47,1.83
6498,2024/12,172042000000,14220000000,15276000000,11824000000,132.64,10.91,6.86
6501,2025/03,9783370000000,971606000000,-,615724000000,133.85,10.53,4.63
6502,2023/03,3361657000000,110549000000,-,126573000000,292.56,10.15,3.58
6503,2025/03,5521711000000,391850000000,-,324084000000,155.7,8.21,5.08
6504,2025/03,1123407000000,117646000000,118759000000,92239000000,642.69,13.33,7.03
6505,2024/05,32140000000,927000000,1487000000,935000000,99.48,3.59,1.81
6506,2025/02,537682000000,50156000000,-,56987000000,218.62,13.22,7.66
6507,2025/03,119150000000,15734000000,15941000000,12097000000,428.86,15.1,8.86
6508,2025/03,301101000000,21512000000,21192000000,18487000000,407.51,13.32,5.42
6513,2025/03,28803000000,-246000000,208000000,-83000000,-15.36,-,-
6516,2025/03,97847000000,7936000000,-,5637000000,472.74,4.97,3.87
6517,2025/03,70753000000,7393000000,8002000000,5647000000,273.99,7.31,5.48
6518,2025/03,16029000000,69000000,136000000,118000000,25.89,0.99,0.64
6521,2025/02,8394000000,126000000,230000000,-2703000000,-243.85,-,-
6522,2024/08,1578458000,-224846000,-176903000,-389744000,-54.81,-,-
6523,2025/03,361593000000,22580000000,-,10485000000,83.13,7.4,1.97
6524,2024/12,15924000000,3939000000,4856000000,3252000000,120.48,13.88,11.34
6525,2025/03,238933000000,51320000000,-,36004000000,154.6,18.35,10.54
6526,2025/03,188535000000,25000000000,25118000000,19600000000,109.78,14.3,11.51
6532,2025/02,116056000000,42615000000,-,30760000000,202.17,32.58,24.67
6533,2024/12,14036930000,801189000,783662000,331752000,33.8,5.84,2.59
6535,2024/07,18735000000,3549000000,3459000000,2420000000,42.12,15.62,9.88
6537,2024/12,2083000000,22000000,24000000,31000000,4.48,1.8,0.76
6538,2025/03,4294000000,352000000,351000000,211000000,10.31,9.6,5.57
6539,2025/03,7474000000,1604000000,1681000000,1032000000,41.5,10.67,9.52
6540,2024/12,28956961000,1918287000,2006315000,1499219000,142.1,11,6.43
6542,2024/06,8526716000,1135221000,1135139000,670617000,104.82,8.91,7.22
6543,2025/02,5533000000,393000000,410000000,248661000,65.34,7.24,5.09
6544,2025/03,49375000000,8624000000,8621000000,5530000000,62.09,27.71,15.62
6545,2025/03,5161000000,401000000,411000000,255000000,47.81,15.48,5.89
6546,2024/12,13813726000,612996000,677490000,457900000,85.31,6.85,3.74
6547,2024/06,40969000000,5019000000,4829000000,4888000000,355.51,62.48,18.37
6548,2024/06,3342348000,-351990000,-391005000,-353825000,-23.38,-,-
6549,2025/03,21155000000,678000000,685000000,496106000,177.71,15.04,6.06
6550,2025/03,1089000000,-91000000,-95000000,-94000000,-7.23,-,-
6551,2024/09,16388728000,629956000,626894000,358307000,41.64,20.22,7.22
6552,2024/05,3497000000,67107000,45000000,-347000000,-19.51,-,-
6554,2024/09,13219000000,829000000,860000000,602000000,67.55,16.87,10.65
6555,2025/02,2552146000,-238000000,-,-276000000,-68.44,-,-
6556,2024/03,12033000000,1640000000,1678000000,1216000000,44.12,27.09,12.93
6557,2025/03,13071000000,733000000,872000000,421875000,65.31,15.02,3.38
6558,2024/11,3276685000,93420000,83177000,2778000,1,0.19,0.07
6560,2024/12,16592000000,1107000000,1069000000,973000000,216.33,21.86,8.53
6561,2024/12,6662439000,1732358000,1643472000,1627143000,129.6,46.79,15.16
6562,2025/03,11321923000,2520609000,-,1954240000,139.93,24.78,8.18
6563,2024/09,10608091000,573401000,583028000,66508000,12.65,5.11,2
6564,2025/03,10905000000,4534000000,4450000000,2862856000,103.51,18.57,10.05
6565,2025/03,10679000000,3962000000,3908000000,2542000000,179.32,19.94,9.67
6566,2025/03,14506000000,2108000000,2167000000,1513972000,95.39,7.73,6.28
6567,2023/05,9792182000,204615000,210260000,136651000,21.62,6.34,2.73
6568,2025/03,8178000000,771000000,929000000,737000000,95.38,5.45,3.66
6569,2023/03,90827000000,2268000000,2349000000,1622000000,47.7,11.13,5.39
6570,2025/03,16705339000,1294984000,1288552000,917229000,153.97,18.83,5.96
6571,2024/06,24757000000,2115000000,-,1301000000,99.33,9.18,4.03
6572,2025/02,7224000000,653000000,234000000,435456000,7.15,3.64,2.18
6573,2024/12,455521000,-301962000,-320539000,-337676000,-13.98,-,-
6574,2025/03,3240603000,135000000,-,78000000,18,4.48,2.47
6577,2024/07,3137160000,263768000,278876000,248621000,170.17,21.67,8.66
6578,2025/02,6355000000,186000000,187000000,179780000,24.55,14.6,5.82
6579,2025/03,1605000000,-162000000,-164000000,-189000000,-49.7,-,-
6580,2025/03,4003000000,720000000,725000000,485040000,94.26,15.55,11.59
